,author,creation_date,expiry,last_reply,parent_category,price,replies,saving,source,thread_category,title,url,views,votes
249,leovee1,2020-07-15 13:11:00,2020-07-16 00:00:00,2020-07-16 08:58:00,Computers & Electronics,187.99,13,0.17904711996157036,Amazon,Peripherals & Accessories,WD 1TB My Passport SSD Portable Storage - USB 3.1 - $187.99 (ENDS July 16th @3:00am ET),http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FWDBKVX0010PSL-WESN-1TB-Passport-Portable-Storage%2Fdp%2FB07C58KFX1%2Fref%3Dsr_1_1%3Fdchild%3D1%26keywords%3DWDBKVX0010PSL-WESN%26qid%3D1594832941%26sr%3D8-1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,2662,0
250,immad01,2020-07-05 22:20:00,,2020-07-16 08:47:00,Home & Garden,62.98,26,,Home Depot,Home Improvement & Tools,Sun Joe 14-inch 9.0 Amp SWJ599E Electric Chain Saw for $62.98 w/FS (after price match & additional 10 % off),https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/sun-joe-14-inch-9-0-amp-low-kickback-electric-chain-saw/1001203699,9511,30
251,inferno_gn,2020-07-16 08:04:00,,2020-07-16 08:32:00,Computers & Electronics,21.99,1,,Best Buy,Video Games,Bestbuy.ca: Joker / Hero Amiibo Pre-order $21.99,,1409,12
252,charlesxavier,2020-06-06 18:56:00,,2020-07-16 08:25:00,Entertainment,,18,,Dollarama,"Books, Music, Movies, Magazines",Star Wars graphic novels (YMMV),,8281,16
253,chadw01,2020-07-15 10:13:00,,2020-07-16 08:17:00,,80.63,10,,Princess Auto,Home & Garden,"Ingersoll-Rand EDGE Series 1770G 1/2"" drive Air Ratchet - $80.63",,1913,4
254,EasyCompany251,2020-07-11 22:11:00,,2020-07-16 11:33:00,,20.0,24,,Maxi,Automotive,Maximum Impact Socket Set 10 Piece - $20,https://www.canadiantire.ca/en/pdp/maximum-impact-socket-set-10-pc-0587496p.html#srp,8765,0
255,monarch0300,2020-07-15 17:36:00,,2020-07-16 04:25:00,Home & Garden,4499.0,18,,Redirectingat,Appliances,Steaming hot! Mr.Steam MX6EC1 Steam Unit $4499 (Reg $6399+),http://go.redirectingat.com?id=2927x594702&amp;xs=1&amp;url=https%3A%2F%2Fwww.wayfair.ca%2Fhome-improvement%2Fpdp%2Fmr-steam-eseries-max-30kw-steam-bath-generator-ndru1093.html,4646,6
256,torontofan08,2020-07-14 13:01:00,,2020-07-16 03:11:00,,29.99,36,,Amazon,Computers & Electronics,Aukey 20000mAh Portable Charger $29.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07T1YJDCG%2Fref%3Dppx_yo_dt_b_asin_title_o00_s00%3Fie%3DUTF8%26psc%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,8337,0
257,Expliciate,2020-05-31 19:29:00,,2020-07-16 02:54:00,,899.99,264,,Costco,Computers & Electronics,"($899) HP Envy x360 15.6"" - Ryzen 5 4500U, 8GB RAM, 512GB NVMe SSD, AX200 WiFi 6, Includes digitizer pen",https://www.costco.ca/hp-envy-x360-15-ds1003ca-2-in-1-laptop%2c-amd-ryzen-5-4500u.product.100658443.html,78875,57
258,amma7853,2020-07-14 12:07:00,,2020-07-16 02:50:00,Small Business,25.0,16,,Crescentindustries,Office Supplies,[GTA] Medical Masks $25 to $35 per box of 50,https://crescentindustries.ca/masks,3107,-16
259,Fatty55,2020-07-15 11:16:00,,2020-07-16 02:45:00,,39.99,31,,Svpsports,Sports & Fitness,Oakley - Aero Pack Backpack - 26L - $39.99 (87% off?),https://www.svpsports.ca/products/accessories-bags-backpacks-92112902e,8032,24
260,max011,2020-07-14 14:32:00,,2020-07-16 02:29:00,Computers & Electronics,,6,,Google,Video Games,[*FREE GAME*] Zenge,https://play.google.com/store/apps/details?id=com.hamsteroncoke.zenge,4108,0
261,Coz4k,2020-07-12 14:22:00,,2020-07-16 02:24:00,,259.99,34,,Best Buy,Computers & Electronics,"Acer 27"" FHD 144Hz 4ms GTG Curved LED FreeSync Gaming Monitor",https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/acer-27-fhd-144hz-4ms-gtg-curved-led-freesync-gaming-monitor-ed273-abidpx/13391520,6944,-3
262,Bratcoin,2020-07-15 10:32:00,,2020-07-16 01:58:00,Beauty & Wellness,60.0,9,,Amazon.ca,Beauty Supplies & Personal Care,Philips Hairclipper Series 7000 HC7650/14 *back in stock* $60,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB081SGS655%2Fref%3Dppx_yo_dt_b_asin_title_o00_s00%3Fie%3DUTF8%26psc%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,3757,7
263,inferno_gn,2020-06-29 14:30:00,2020-08-04 00:00:00,2020-07-16 01:26:00,Home & Garden,,132,,Costco,Other,"[Costco East] (Brossard + Candiac + ???) July 06 to August 04, 2020 [THE BIG MONTH SALE] - Update July 17, 2020...",,68918,134
264,mocpac,2020-07-15 20:07:00,,2020-07-16 01:24:00,Computers & Electronics,17.35,9,,Amazon,Other,Duracell Fast Battery Charger with 2AA + 2AAA - $17.35,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB00DTE6QSY%2Fref%3Dsns_myd_detail_page%3Fth%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,3297,0
265,Kitcar,2020-03-28 08:34:00,,2020-07-16 01:20:00,Financial Services,,247,,Equifax,Other,Free Equifax Credit reports due to Covid-19,https://www.econsumer.equifax.ca/canadaotc/landing.ehtml?^start=&amp;companyName=CAW20Pd01_cacpor,103491,249
266,TruE SkiLLS,2020-07-16 00:09:00,,2020-07-16 16:15:00,,1.56,9,,,Groceries,Kettle Chips Chili Lime & Takis Fuego Spicy Addon $1.56/$1.24,,2340,0
267,plsavaria,2020-07-16 00:59:00,,2020-07-16 00:59:00,Apparel,166.39,0,0.55,Linksynergy,Women's Shoes,Wolverine 1000 miles (women) $166.39,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=42558&amp;murl=https%3A%2F%2Fwww.thelasthunt.com%2Fproducts%2Fwolverine-womens-original-6-in-1000-mile-boots-llll-wlv-w05454&amp;u1=rfdcb,1159,-1
268,flaris,2020-07-12 18:49:00,,2020-07-16 00:48:00,,28.89,19,,Amazon.ca,Automotive,Chemical Guys Mr Pink Car Wash Soap (1 Gallon) - $28.89,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FChemical-Guys-CWS_402-Super-Shampoo%2Fdp%2FB00BJCAPEE%2F&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,5743,7
269,Menthos12,2020-07-16 00:00:00,,2020-07-16 00:35:00,Computers & Electronics,64.99,1,,Nintendo,Video Games,Nintendo Themed SanDisk 256GB MicroSDXC - 64.99 (3 Hours Left),http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07QD6R5L7%2Fref%3Dcrt_ewc_title_olp_1%3Fie%3DUTF8%26smid%3DA3DWYIK6Y9EEQB%26th%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1729,0
270,dracolnyte,2020-06-13 21:50:00,,2020-07-16 00:29:00,Computers & Electronics,338.0,178,,Lenovo Canada,Peripherals & Accessories,Lenovo Q27h QHD 27” monitor IPS/USB-C/VESA/Speakers/75hz Freesync - $338,http://lenovo.evyy.net/c/341376/225728/3899?u=https%3A%2F%2Fwww.lenovo.com%2Fca%2Fen%2Faccessories-and-monitors%2Fnew-arrivals%2FQ27h-10C20270QL027inch-Monitor-HDMI%2Fp%2F66A7GCC2US,44969,54
271,SilentKeh,2020-07-15 23:38:00,,2020-07-16 00:12:00,Computers & Electronics,39.99,5,,Canadian Tire,Other,Tile Mate 4 Pack clearance in-store ($39.99),https://www.canadiantire.ca/en/pdp/tile-mate-bluetooth-tracker-white-4-pk-0351501p.html#srp,1811,-3
272,GordonBombay,2020-07-12 12:34:00,,2020-07-15 23:52:00,Home & Garden,17.0,17,,Canadian Tire,Home Improvement & Tools,"Mastercraft Metal Sawhorse , 17,99$",https://www.canadiantire.ca/fr/pdp/chevalet-pliant-mastercraft-en-metal-0570035p.html#srp,3899,4
273,tom8823,2020-06-30 13:26:00,,2020-07-15 23:49:00,Computers & Electronics,154.99,42,,Nintendo,Video Games,Nintendo 3ds refurbished back in stock on Nintendo website,https://store.nintendo.ca/nintendo-3ds-2ds/nintendo-3ds-systems.html?___store=noc_english,12250,26
274,dzgzpy,2020-07-15 11:32:00,2020-11-30 00:00:00,2020-07-15 23:48:00,Financial Services,500.0,44,,HSBC,Banking & Investing,Receive up to $500 when you start banking with HSBC-Newcomers and Canadians,https://www.hsbc.ca/chequing-accounts/offers/dc/,6747,0
275,toronto_slim,2020-07-14 16:07:00,,2020-07-15 23:38:00,,50.0,18,0.47,Tilley.com,Apparel,Tilley LTM6 AirFlow Hat $50 + others on clearance,http://go.redirectingat.com?id=2927x594702&amp;xs=1&amp;url=https%3A%2F%2Fwww.tilley.com%2Fca_en%2Fltm6-airflo-hat-cloud-blue.html,4875,-3
276,GoatLeBron,2020-07-14 22:58:00,,2020-07-15 23:36:00,Computers & Electronics,7.07,29,,Amazon.ca,Cameras,GoPro Bite Mount + Floaty $7.07,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FGoPro-Bite-Mount-Floaty-Official%2Fdp%2FB0755NW96P&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,6537,29
277,hill15,2020-07-15 10:57:00,,2020-07-15 23:05:00,Home & Garden,29.99,10,,Canadian Tire,Other,"Hillman #8 x 3"" Brown/Green Deck Screws 1000 pk $29.99 (Reg. $49.99) July 17-23",https://www.canadiantire.ca/en/pdp/hillman-square-drive-deck-screw-brown-8-x-3-in-1000-pk-1610124p.html,2560,4
278,scibuf,2020-07-12 02:39:00,,2020-07-15 22:44:00,Home & Garden,34.88,24,,Home Depot,Home Improvement & Tools,Ryobi 18V high pressure inflator P737D $34.88 (reg $39.98) YMMV,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/ryobi-18v-one-lithium-ion-cordless-high-pressure-inflator-with-digital-gauge-tool-only-/1001487654,8149,-3
279,Tyler18,2020-07-08 16:48:00,,2020-07-15 22:03:00,,1029.0,93,,Costco,Computers & Electronics,"Lenovo Flex 5 14” - Ryzen 4700, 16gb and 512 SSD for $1029 ($999 in store)",https://www.costco.ca/lenovo-ideapad-flex-5-81x20067cf-2-in-1-laptop%2c-amd-ryzen-7-4700u.product.100658044.html,20838,28
280,computergeek541,2020-07-15 00:05:00,2020-07-22 00:00:00,2020-07-15 22:00:00,,0.67,2,,Fresh Co,Groceries,"Peaches $0.67/lb - July 16-22, 2020 (Freshco Ontario)",,2005,6
281,shoxsho,2020-06-13 14:17:00,,2020-07-15 21:49:00,Home & Garden,10.0,24,0.5,Amazon.ca,Other,DELONGHI Latte Macchiato Double Walled Clear Glass - Set of Two $10.00 (50% off),http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB004MAI074&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,16311,40
282,Adamski,2020-07-15 16:10:00,,2020-07-15 21:29:00,,3.5,31,,Dollarama,Apparel,Polarized sunglasses 3.50,,5420,5
283,Adamski,2020-07-14 17:19:00,,2020-07-15 21:28:00,Home & Garden,29.86,20,,Home Depot,Home Improvement & Tools,Ryobi 12V drill/driver kit $29.86,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/ryobi-12v-lithium-ion-cordless-3-8-inch-drill-driver-kit-with-12v-battery-and-charger/1000805537,6672,9
284,horiah00,2020-06-06 09:17:00,,2020-07-15 21:25:00,,29.73,38,,Home Depot,Home & Garden,"Fiskars Lopper, hedge shear and pruner set $29.73",https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/fiskars-lopper-hedge-shear-and-pruner-set/1001102066,14445,32
285,sam_b_d,2020-07-07 15:44:00,,2020-07-15 21:24:00,Computers & Electronics,150.0,63,0.25,Costco,Cell Phones,Motorola Moto G7 Play $150,https://www.costco.ca/motorola-moto-g7-play-unlocked-deep-indigo-smartphone.product.100518468.html,14973,17
286,patthan,2020-07-15 20:39:00,,2020-07-15 20:39:00,,186.99,0,,Amazon,Home & Garden,ILife A4s Robot Vacuum,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB078RHKKRW%2Fref%3Dcm_sw_r_wa_apa_i_1d6dFbJMSQNPC&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1245,0
287,hoanboy,2020-07-14 11:10:00,,2020-07-15 20:20:00,,1199.0,25,,Princess Auto,Sports & Fitness,350W Electric Fat Bike - $1199,https://www.princessauto.com/en/detail/26-in-electric-bike/A-p8907636e,6408,7
288,Capindy,2020-07-11 07:28:00,2020-07-26 00:00:00,2020-07-15 19:59:00,Restaurants,50.0,31,0.5,Domino's Pizza,Restaurants & Bars,Domino’s Pizza 50%off (YMMV - Maybe GTA only),,10083,8
289,LOLUMIRINBRO,2020-07-15 11:13:00,,2020-07-15 19:29:00,,24.99,11,0.37509377344336087,Amazon.ca,Computers & Electronics,Logitech M330 Silent Plus Wireless Mouse - $24.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB01JPOLKDW%2Fref%3Dcm_sw_r_cp_apa_i_2YXdFbA54YCDF&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,2779,5
290,crystal119911,2020-07-15 15:56:00,,2020-07-15 19:26:00,,99.99,4,0.4737091425864519,Amazon.ca,Automotive,Aukey DR03 1080p dual dash cam - $99.90 after applying $90 off coupon,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FAUKEY-Wide-Angle-G-Sensor-Dual-Port-Charger%2Fdp%2FB07FC96SQZ%2Fref%3Dmp_s_a_1_4%3Fdchild%3D1%26keywords%3Daukey%2Bdual%2Bdash%2Bcam%26qid%3D1594842732%26sprefix%3Daukey%2Bdual%26sr%3D8-4&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1634,1
291,RaySmith,2020-07-11 08:32:00,,2020-07-15 18:07:00,Home & Garden,63.74,16,0.25,Mailchi,Appliances,Grosche Milano Stainless Steel Moka Pot 10oz $63.74 OR 2 free glasses,https://mailchi.mp/grosche/coming-soon-up-to-50-off-select-items-263477?e=c229030fc0,6503,11
292,tomtomtom,2020-07-15 14:36:00,2020-07-22 00:00:00,2020-07-15 18:05:00,Home & Garden,,6,,The Source,Other,smart light bulbs + plug,http://www.anrdoezrs.net/click-749547-10797598?url=https%3A%2F%2Fwww.thesource.ca%2Fen-ca%2Fsmart-home-household%2Fsmart-home%2Fsmart-lighting%2Fc%2Fscc-11-1-1%3FcategoryCode%3Dscc-11-1-1%26view%3Dgrid%26page%3D0%26sort%3Drelevance&amp;sid=rfdcb,2514,5
293,Strafe1,2020-07-14 22:04:00,2020-08-09 00:00:00,2020-07-15 18:01:00,Restaurants,8.99,4,,A & W,Fast Food,Beyond Meat Burger Combo $8.99 + $2 donated to MS Society Of Canada (via A&W online coupons site),https://awcoupon.ca/en,2293,7
294,subonja,2020-06-05 13:34:00,2020-06-25 00:00:00,2020-07-15 17:52:00,,39.0,176,,Kqzyfj,Computers & Electronics,Google Home - $39.00 on sale again!,http://www.kqzyfj.com/click-749547-11662090?url=https%3A%2F%2Fwww.lowes.ca%2Fproduct%2Fsmart-hubs%2Fgoogle-home-784353&amp;sid=rfdcb,59207,20
295,liminalsunset,2020-07-15 12:52:00,,2020-07-15 17:38:00,Computers & Electronics,16.99,11,0.41,Amazon.ca,Peripherals & Accessories,Anker USB C to Lightning Cable [Apple MFi Certified] Powerline II 6ft/3ft,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FAnker-Lightning-Certified-Powerline-Supports%2Fdp%2FB07H256MBK%2F&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,2593,8
296,unimpressive,2020-07-13 16:47:00,2020-07-27 00:00:00,2020-07-15 17:13:00,Restaurants,10.0,55,0.5,Uber Eats,Restaurants & Bars,Get $10 off your order when you try Uber Eats Pickup (Possible YMMV),,10451,33
297,Carlosf1,2020-07-15 01:29:00,,2020-07-15 16:51:00,Entertainment,,15,1.0,Amazon.ca,"Books, Music, Movies, Magazines",72 ECookbooks now only free on Kindle Unlimited Edition by Andrea Silver,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fs%3Fi%3Ddigital-text%26rh%3Dp_27%253AAndrea%2BSilver%26s%3Drelevancerank%26text%3DAndrea%2BSilver%26ref%3Ddp_byline_sr_ebooks_1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,2470,-5
298,absolutcamper,2020-07-14 14:25:00,,2020-07-15 16:31:00,Computers & Electronics,1149.99,11,,Dell,Computers & Tablets/eReaders,Dell G5 SE Ryzen 4600M/RX5600/8GB/FHD $1149 + extra discounts,http://www.jdoqocy.com/click-749547-12105225?url=https%3A%2F%2Fdeals.dell.com%2Fen-ca%2Fproductdetail%2F50at&amp;sid=rfdcb,2907,6
299,SohSay,2020-07-14 16:52:00,,2020-07-15 16:18:00,,80.0,41,,Rakuten,Groceries,$80 off + $22.5 Rakuten cashback on first order,https://www.rakuten.ca/hellofresh,8002,17
300,explorer11,2020-07-13 09:13:00,2020-07-14 00:00:00,2020-07-15 16:16:00,,49.99,36,0.23080473919064468,Costco,Home & Garden,Nellie’s Bulk Laundry Soda 500 Load $49.99,https://www.costco.ca/nellie%e2%80%99s-bulk-laundry-soda-500-load.product.100312419.html,7726,19
301,immad01,2020-07-15 09:58:00,,2020-07-15 15:57:00,,35.0,11,,Amazon.ca,Computers & Electronics,"**DOD** Up to 25% off Sandisk Memory: 128GB Extreme SDXC UHS-I $35, 128GB Extreme microSDXC UHS-I $30 & more",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdeal%2Fbaf37f9e%2Fref%3Dgbps_img_s-4_512c_baf37f9e%3FshowVariations%3Dtrue%26smid%3DA3DWYIK6Y9EEQB%26pf_rd_p%3D1977e9ab-0025-4776-b342-9f06b5be512c%26pf_rd_s%3Dslot-4%26pf_rd_t%3D701%26pf_rd_i%3Dgb_main%26pf_rd_m%3DA3DWYIK6Y9EEQB%26pf_rd_r%3D7VSVMRE0DQYTSHQ84Z3A&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,2546,6
302,AgentV,2020-07-15 14:08:00,,2020-07-15 15:53:00,Entertainment,,10,,Best Buy,"Books, Music, Movies, Magazines",[Warm] Free Apple News+ For 4 Months [Previous Trial Subscribers Eligible] - US Apple ID Required,http://go.redirectingat.com?id=2927x594702&amp;xs=1&amp;url=https%3A%2F%2Fwww.bestbuy.com%2Fsite%2Ffree-apple-news-for-4-months-new-subscribers-only-digital%2F6419640.p%3FskuId%3D6419640,1340,-2
303,markolic,2020-07-11 22:49:00,,2020-07-15 15:31:00,Computers & Electronics,350.0,74,,Amazon.ca,Cell Phones,nokia 5.3 $349,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FNOKIA-5-3-Snapdragon-6-55-inches-Unlocked%2Fdp%2FB088K3BBF2%2Fref%3Dsr_1_3%3Fdchild%3D1%26keywords%3Dnokia%2B5.3%26qid%3D1594521933%26sr%3D8-3&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,14181,9
304,kbaboolal,2020-07-13 13:18:00,,2020-07-15 15:27:00,,,19,,Esso,Automotive,YMMV Esso Car Washes 50% off on Mondays,,4014,8
305,ashwani2k,2020-07-15 11:35:00,,2020-07-15 15:18:00,,33.99,13,,Amazon.ca,Computers & Electronics,$33.99: SanDisk 200GB Ultra Microsdxc UHS-I Memory Card,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB073JY5T7T%2Fref%3Dtwister_dp_update%3F_encoding%3DUTF8%26th%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,3619,6
306,LeifS39303,2020-07-10 22:36:00,2020-07-26 00:00:00,2020-07-15 14:46:00,Computers & Electronics,724.99,78,0.2368445983641933,Best Buy Mobile,Cell Phones,HOT! Open Box Samsung Galaxy Note 10/10+ $725 and $875!!!,,21842,6
307,FrontlineWorker6,2020-07-15 14:07:00,2020-07-16 00:00:00,2020-07-15 14:16:00,Computers & Electronics,647.0,2,,2001 Audio Video,Home Theatre & Audio,"Hisense 65"" 4k ultra Hd $647 2 year warranty sold by 2001 Audio Video",http://Your friend shared a deal with you on Flipp! Tap the link to see this deal and other great savings near you. https://flipp.app.link/aGurESLa97,869,-1
308,Strafe1,2020-07-15 14:12:00,2020-07-21 00:00:00,2020-07-15 14:12:00,,1.97,0,0.43227665706051877,Giant Tiger,Home & Garden,Mr. Clean Magic Eraser $1.97 - 2 Pack -ON YMMV,https://www.gianttiger.com/category/eflyer.do,643,1
309,overboost,2020-07-12 17:24:00,,2020-07-15 14:06:00,,8.99,41,,Costco,Groceries,GTA - Beef brisket $8.99/kg AAA,,10012,9
310,ashwani2k,2020-07-15 11:33:00,,2020-07-15 13:56:00,,29.99,11,,Amazon.ca,Computers & Electronics,$29.99: SanDisk 128GB Extreme microSDXC UHS-I Memory Card with Adapter,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB07FCMKK5X%2Fref%3Dtwister_B07H15JFM6%3F_encoding%3DUTF8%26psc%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1650,-7
311,cluie29,2020-07-13 12:49:00,,2020-07-15 13:36:00,,59.99,33,0.2500312539067383,Amazon.ca,Computers & Electronics,Anker Soundcore Life P2 True Wireless Earbuds $59.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB07SJR6HL3%3F&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,4977,2
312,awais,2020-07-14 11:55:00,,2020-07-15 13:23:00,Computers & Electronics,25.19,7,,Amazon.ca,Peripherals & Accessories,SoundPeats Q12 Bluetooth Earbuds - $25,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB0819R975Q&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,2146,-2
313,Blubbs,2020-07-12 12:13:00,,2020-07-15 13:01:00,Computers & Electronics,387.0,38,,Best Buy,Peripherals & Accessories,"Asus 28"" 4k IPS with full ergonomic stand open box $366",https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/asus-28-4k-ultra-hd-5ms-gtg-ips-lcd-freesync-gaming-monitor-vg289q-black-open-box/14597558?icmp=Recos_1across_pn_bx,10788,6
314,Cheapo-Findo,2020-07-15 12:38:00,2020-07-21 00:00:00,2020-07-15 13:00:00,,3.99,2,,Ginospizza,Restaurants,Ginos Pizza College St Toronto - $3.99 Medium 3 topping (First one gets it),https://ginospizza.ca/,923,-14
315,ryansluman,2020-05-12 23:03:00,2021-01-01 00:00:00,2020-07-15 12:56:00,,50.0,262,,,Financial Services,Get $50 when you send your first $100 global money transfer abroad,,43459,22
316,baconape,2020-07-10 08:38:00,2020-07-13 00:00:00,2020-07-15 12:50:00,Computers & Electronics,5.99,52,0.8,Microsoft Store,Video Games,Xbox One Grand Theft Auto V: Premium Edition $5.99 (Targeted YMMV),http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=36509&amp;murl=https%3A%2F%2Fwww.microsoft.com%2Fen-ca%2Fp%2Fgrand-theft-auto-v-premium-edition%2Fc496clvxmjp8%3Factivetab%3Dpivot%3Aoverviewtab&amp;u1=rfdcb,9206,9
317,NuF518600,2020-07-14 15:59:00,2020-07-16 00:00:00,2020-07-15 12:47:00,Home & Garden,153.9,9,,Best Buy,Home Improvement & Tools,Airthings Corentium Radon meter 153.9$,https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/airthings-corentium-radon-gas-monitor/10757507,2549,8
318,CostcoIsBestco,2020-06-12 12:22:00,,2020-07-15 12:38:00,,60.0,338,,Costco,Groceries,$60 Off $100+ Purchase Online Voucher New Memberships Only,,90542,130
319,Daijoubu,2020-07-15 11:22:00,,2020-07-15 12:23:00,Entertainment,30.0,1,0.42,Amazon.ca,"Books, Music, Movies, Magazines",[WARM] $30 Mission: Impossible 6 Movie Collection [Blu-ray],http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB07G1SMW16&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,657,1
