,id,box
2107,cbf51ac3acce7108,0.16 0.01 0.43 0.40
4583,b1a7becc55f114b5,0.21 0.08 0.92 0.87
5627,2ec536d895783194,0.03 0.47 0.88 0.66
354,2d00747e8a017226,0.00 0.00 1.00 1.00
29189,7a959751b9ee3736,0.00 0.00 0.75 1.00
23827,2a230e2632025b96,0.03 0.26 0.96 0.82
30218,60fff388c36cfc26,0.04 0.00 1.00 0.74
19699,2ccfa6583529d986,0.48 0.00 1.00 1.00
7462,aa73cfe91f1aeb0d,0.00 0.00 1.00 1.00
20346,df6d775069d5d1c3,0.00 0.42 0.91 1.00
1897,b6dacae36f8bdead,0.00 0.12 0.76 0.89
8854,9d0754bd82a2f6ba,0.28 0.31 0.64 0.72
31338,2b88d40de6d34e23,0.00 0.02 0.61 1.00
5100,2a599d72cb189a0f,0.40 0.00 0.68 1.00
25019,308c449641d0fac2,0.10 0.00 0.76 0.95
19995,2b08175b20a93d71,0.16 0.00 0.94 0.67
9070,3230a2036b925c91,0.16 0.00 0.68 0.74
11538,4ac3d747990a9c5c,0.25 0.00 0.76 0.69
10217,310056f716a0ec34,0.26 0.11 0.86 0.84
6817,7947c8b338265f14,0.00 0.00 0.81 1.00
1778,eb3ded08fb9867af,0.34 0.42 0.60 0.48
15451,60943ceeecc20a6b,0.36 0.15 0.44 0.19
31696,495bcc794193548d,0.08 0.00 0.75 0.85
14043,30763fda9da40fc2,0.00 0.00 0.96 1.00
1222,2e65a0a0bd060359,0.00 0.28 0.50 0.62
30620,733b9f977b15c7e8,0.00 0.09 0.90 0.60
25069,9cb4cf3b2c63b40b,0.21 0.00 1.00 0.69
1320,754510bbd6b8c9ae,0.15 0.00 0.68 0.83
10622,2e3bc3dc5a75d222,0.00 0.50 0.33 0.80
22236,4c531da38914b746,0.02 0.32 0.61 1.00
11018,2daf56312ba6df85,0.00 0.25 0.62 0.46
16736,b53c0d70d50407e8,0.00 0.00 0.77 0.88
19594,49caf399156d393b,0.30 0.00 0.81 1.00
14301,7c541cad4b9e4581,0.12 0.05 0.84 0.81
25894,62f3074719cb20d4,0.37 0.00 1.00 1.00
7125,2b0a162a67c00044,0.03 0.33 0.96 1.00
12649,2bc681b6cc5f6c54,0.09 0.00 0.94 1.00
29772,327597fa592a1bfd,0.04 0.00 1.00 1.00
2976,2ac5629afe86816e,0.41 0.00 0.74 0.57
222,7787518c9097d582,0.26 0.01 1.00 1.00
22887,fa9dbbc49d1bdd20,0.00 0.01 0.98 1.00
27895,9d5dc75f48fa397b,0.24 0.00 1.00 1.00
20139,b1977365c1f0bc04,0.00 0.29 0.81 0.83
14576,5a75ccdc8567b2f6,0.00 0.36 0.68 1.00
31395,32c947c89e10f877,0.00 0.00 0.77 0.74
25260,49a81a03dcf4bf15,0.31 0.00 0.68 1.00
31743,2c6ea271ae290db4,0.28 0.00 0.94 1.00
20616,9e1d4479240deb1a,0.00 0.00 0.56 1.00
8672,9ba9c787a098dc7a,0.31 0.00 0.83 1.00
8675,2ebf78502d2f2c51,0.34 0.00 0.89 0.89
2796,4e42ba11e5299f89,0.00 0.00 1.00 0.81
15002,6283eec7379388e4,0.28 0.44 0.33 0.73
1705,2af8cac61eedea1b,0.19 0.00 0.70 1.00
15257,2ad2d2ce52088fc9,0.19 0.20 0.61 0.73
3849,7a54d3230035a73e,0.00 0.00 1.00 1.00
12680,940c720885d2a3e1,0.00 0.06 0.73 0.94
4487,604e1229108a334d,0.22 0.19 0.75 0.97
3201,2d6377bd8ffd936c,0.03 0.00 0.91 1.00
18335,2ca987218a727fd8,0.17 0.22 0.69 0.66
14783,759049e527a4d9c4,0.00 0.19 0.96 0.91
17651,2f08ee7965203006,0.00 0.00 0.92 0.69
14466,6264dd24e7a3668e,0.16 0.00 0.86 1.00
21997,2a20e2bf3ba5fdb3,0.00 0.00 1.00 1.00
6162,b7bab2871eb65d00,0.06 0.08 0.88 0.85
25754,6504a5dcce3e9f81,0.26 0.39 1.00 0.69
6376,b3949ff13e7c4ea7,0.09 0.10 0.79 0.22
5097,f1949aefddd69201,0.07 0.00 0.34 0.98
12117,2bac964ef7b0193b,0.12 0.00 0.78 0.80
23775,501d7906cf471943,0.16 0.00 0.84 1.00
6697,61046331457ef219,0.11 0.00 0.75 0.46
22689,4a7d46eec29ce273,0.05 0.10 1.00 0.85
18470,4c7331b678f30837,0.00 0.00 0.94 0.99
6104,7af7bb61ed507cf9,0.03 0.00 0.74 1.00
9979,2aa3cb9335dc824c,0.16 0.13 0.64 0.89
18856,75cf4681d30cc06a,0.04 0.00 1.00 0.95
25773,af2d9e0c532b8806,0.00 0.00 0.53 0.55
20918,f1cfa9cb7505bcb6,0.00 0.16 0.89 1.00
7425,4cee1c734d38eb77,0.06 0.00 1.00 0.90
26319,619f0404b7b11449,0.23 0.63 0.62 1.00
26862,7c37f46cee0fb264,0.23 0.00 0.85 1.00
13456,fec910da18d0be93,0.00 0.00 1.00 1.00
12068,2b0357d1033d20ad,0.02 0.00 0.62 1.00
5201,2bcea4c8e2d3cec4,0.10 0.00 0.45 1.00
7169,3120717f2c887caf,0.14 0.00 1.00 0.99
13269,2a71221fb736a9d5,0.03 0.00 0.91 1.00
7348,77f5b8a13ba1adcb,0.30 0.05 0.66 1.00
14329,31d2fd0dbd553815,0.00 0.05 0.96 0.51
28829,f3dd502b16b72301,0.02 0.20 1.00 0.78
15287,fc4329006260864b,0.00 0.21 0.63 0.87
22599,2a1ce623acf6b223,0.00 0.00 1.00 0.95
7951,b01744f8a4ce1b20,0.09 0.00 0.60 1.00
6170,30c8ec9687210e45,0.00 0.25 0.92 0.76
7809,2b51298b74af09ae,0.00 0.23 0.74 0.80
15012,4cd3c0c9acb2c890,0.15 0.00 1.00 1.00
16887,638f08169c8ab5b1,0.33 0.28 0.73 0.81
14103,65536842592fbead,0.01 0.00 0.76 1.00
24303,f2bdb4315ecac9f1,0.01 0.19 0.93 0.82
29667,30711c82e49c76b3,0.05 0.00 0.85 0.92
7123,4b4fce2965644f2c,0.00 0.00 1.00 0.69
649,794d81ad172dbed6,0.40 0.43 0.89 0.89
31187,6376fffa3e2bdf49,0.16 0.22 0.74 0.67
14581,2b86a29688a5754f,0.23 0.06 0.42 0.96
3508,774858691ebfc308,0.00 0.00 0.55 0.61
4692,2c89ebd93cbd26cc,0.09 0.33 0.66 0.53
10172,2a49462e125690e4,0.05 0.06 0.89 1.00
19620,625d2b02d2cea69e,0.06 0.02 1.00 1.00
7826,2b60867f8bf8ecc9,0.36 0.00 0.70 1.00
25308,3120a20e8b4cc5e9,0.00 0.00 0.90 1.00
8744,2a272e1956de764c,0.08 0.25 0.33 0.63
30280,636fa6076519765a,0.00 0.00 1.00 1.00
23045,f139b0c5ccd698ca,0.24 0.01 1.00 1.00
7923,75d410d33f7d04b8,0.00 0.00 1.00 1.00
4083,7d10aac67020d1a0,0.25 0.00 0.99 1.00
11855,4f53fb04c97adc48,0.00 0.00 1.00 1.00
11768,6467de360ff14b9d,0.00 0.00 0.96 1.00
26764,30f80e6923d26c3a,0.00 0.00 1.00 1.00
17668,2a66a2a3b71a99b3,0.26 0.01 0.77 1.00
27624,2e37bfb23af65562,0.06 0.74 0.85 1.00
28285,f3dc35b9107201bf,0.00 0.00 0.60 0.86
7185,2c8cf69ee326b797,0.06 0.15 0.63 0.86
19161,33eea1773407fce7,0.13 0.18 0.60 0.29
27577,5963635898ae50f4,0.05 0.00 0.69 1.00
18389,021c8c3f8d88419c,0.09 0.42 0.87 0.95
31122,62909aee1ae6dd5d,0.22 0.07 0.46 1.00
2710,b448984171a78219,0.18 0.09 0.81 0.86
29957,7ca1762c385a12f4,0.00 0.00 1.00 1.00
30950,4e2f55971a9ff6ba,0.05 0.00 1.00 1.00
24197,9f209fe21a93bec1,0.12 0.07 1.00 0.90
25834,deb5080bed9b61f9,0.14 0.39 0.85 0.56
29744,6169e4179d9faf20,0.12 0.01 0.80 0.98
28137,649e770322ff1a60,0.00 0.00 0.61 0.39
10455,2c0511b65b8de790,0.26 0.00 0.90 1.00
17528,ab952202b184ae1f,0.11 0.22 0.83 0.96
30808,2ec9a08c98df2bae,0.36 0.37 0.65 0.67
15972,764a9014b0765bf2,0.08 0.11 0.74 0.85
13660,2bf160f4db304ec1,0.13 0.00 0.62 1.00
2781,7be69dbfd697b264,0.10 0.00 0.77 1.00
17224,2b4a6406bcad00c0,0.20 0.00 1.00 1.00
16348,2a07ce895c30ce05,0.00 0.15 1.00 0.90
10839,621fadfb609f517e,0.00 0.45 0.51 1.00
15313,b8be3350126276cb,0.25 0.31 0.73 1.00
16757,dec86227f1426ffb,0.05 0.00 0.74 1.00
26197,2a85fc4dda928852,0.02 0.03 0.83 0.97
32101,2ca33a035d34aa6e,0.00 0.13 0.72 0.93
22543,9cecd2633e713882,0.29 0.00 0.81 0.87
27536,2c82520ce6610dc0,0.04 0.00 0.74 1.00
2617,61d86b3050adcab1,0.00 0.08 0.59 1.00
19384,2d1e8b24dd3798bf,0.00 0.00 0.47 1.00
26170,7baba4e4a3801148,0.00 0.00 1.00 1.00
15170,2b8efbcfbbbc4232,0.35 0.00 0.53 0.88
8108,7625386195b54d60,0.27 0.00 1.00 1.00
28570,b57a5e082a67d8fc,0.06 0.00 0.38 1.00
10324,b5bf77e19e0b0c91,0.00 0.00 0.80 1.00
18015,2c51c2d664df34dc,0.06 0.00 0.75 0.72
27410,7b42a4b352d85b4b,0.00 0.00 0.63 1.00
18000,f1dd994fbe6ec8ed,0.00 0.00 0.87 0.96
7784,9ce35b6e328c6bb4,0.00 0.00 1.00 1.00
28243,651cf3f6f46234e5,0.07 0.12 1.00 0.89
15459,2a9ee22c3d888e7e,0.18 0.00 1.00 1.00
9811,60b21a08225091b1,0.13 0.21 0.52 0.32
1603,73030b62001301c7,0.18 0.00 1.00 1.00
23474,6012ede55ddf81cc,0.03 0.00 1.00 1.00
9226,2a10358daecf9f0f,0.00 0.00 0.37 1.00
12797,2af5bf9b219b6ea3,0.01 0.03 0.88 0.98
19054,2c98c72ebbb20fbb,0.13 0.00 1.00 0.58
1217,316834f4dc4ced18,0.00 0.00 0.68 1.00
30401,61123ecc17edafbe,0.28 0.00 0.73 1.00
2167,e5c5d8c10b47e638,0.00 0.00 0.92 1.00
24475,7a0ce66d584c4760,0.26 0.24 1.00 0.62
31475,623002608a0379b4,0.10 0.00 0.46 1.00
17133,2bcd77cadcfdf820,0.34 0.35 0.57 0.69
20904,62969d4798257d8c,0.03 0.08 0.86 1.00
30818,7a1684b68b574bb8,0.23 0.14 0.68 0.74
12178,9fd0278309e29f13,0.38 0.00 0.75 1.00
20082,79e2a3d2fdc00392,0.02 0.26 0.93 0.74
16143,632d586a8ccdd64a,0.59 0.41 0.90 0.98
11028,7891eaa8a73a5abb,0.19 0.00 0.80 1.00
25556,5406295e47bec771,0.40 0.27 0.79 1.00
2262,2af58b8ee2207266,0.00 0.05 0.64 1.00
256,2df1ecb6d0153950,0.28 0.26 0.69 0.69
30178,6027b4cf5b033942,0.31 0.05 0.67 0.67
31285,ec2654f15eb80b2a,0.38 0.00 1.00 1.00
10790,2e917f045168e96c,0.02 0.12 0.58 1.00
23475,2e7170c9f50d3aea,0.05 0.00 0.83 1.00
32264,ffe1d81bd89e900e,0.00 0.00 1.00 1.00
30374,b57805f10f195cde,0.28 0.00 0.76 1.00
806,2c962376d021fc09,0.26 0.12 0.76 0.69
21403,63551d478f65d9ed,0.32 0.00 0.85 1.00
24759,6321eb0fa33f3f54,0.11 0.24 0.48 0.75
29341,f39b9cef6e97152f,0.08 0.07 0.77 0.87
16783,76c50789616005bd,0.00 0.00 0.81 1.00
5583,5a4ca2ca8323ee11,0.07 0.01 0.89 1.00
22971,ff71231ae7f1fb2e,0.00 0.14 0.85 0.79
22474,64a82101b201bc9d,0.11 0.00 0.89 1.00
4756,7a9b19088ecf66e6,0.04 0.00 0.62 1.00
11330,2b7632234d9d5628,0.15 0.00 1.00 1.00
26415,b6f824826d8eebcc,0.23 0.00 1.00 0.80
13802,2d23205e265d627e,0.01 0.00 1.00 1.00
27571,768472343836dea4,0.41 0.14 0.93 0.47
1916,7ad19dc6ce96ff92,0.14 0.00 1.00 1.00
19093,649b382befc574fe,0.00 0.00 0.81 1.00
25443,2c579ee8cf48d99b,0.00 0.00 0.64 1.00
14080,311788d0b76c93ca,0.14 0.01 1.00 1.00
28299,adb04f730cca7c06,0.05 0.02 1.00 0.97
20128,2ec355c311b0bdea,0.00 0.00 1.00 1.00
3437,2be1cb11804b8b11,0.00 0.20 1.00 0.64
4178,2d795f58c864682b,0.06 0.00 0.81 1.00
27502,6337ee97ea638cc2,0.44 0.29 0.61 1.00
20227,9d9caae228ebc141,0.02 0.38 0.47 0.61
6606,b53a63788b197acf,0.49 0.31 0.61 0.79
12615,58e162fede67a70d,0.00 0.00 1.00 1.00
15560,6218490c84703199,0.00 0.00 1.00 1.00
20963,63071f388e1ec18b,0.07 0.16 0.98 0.86
6590,9d6582e777322e5f,0.16 0.32 0.91 0.92
974,2a920476abdc16a4,0.22 0.20 0.40 0.39
451,32917fc826782457,0.02 0.00 1.00 1.00
26860,2b437305fb674a3b,0.11 0.00 0.65 1.00
21901,2a4a403d5e2abbbe,0.38 0.23 0.86 0.96
4384,319d7a770d63a087,0.48 0.29 0.89 1.00
37,2b38e0caa1efc010,0.18 0.23 0.59 0.77
32067,2bf363034fa7e87d,0.16 0.00 1.00 1.00
21505,49e6ec76a0750576,0.00 0.24 0.86 0.68
9089,2d5cfc7ac2c1644c,0.36 0.00 0.59 0.80
7430,2e0948c97c77a4fa,0.02 0.00 1.00 1.00
23736,2decd69013814b2e,0.41 0.00 0.75 1.00
17036,654aa112ddb42279,0.00 0.14 0.61 0.93
2987,2b6ad9be80168a6d,0.19 0.00 1.00 1.00
16808,76e1065f2240e2c1,0.08 0.00 0.82 0.90
26567,2dbb40df4d4b6e06,0.00 0.00 0.27 1.00
19008,2d5843f0826ce02f,0.24 0.45 0.75 0.75
3582,2b300c55cdf00e43,0.10 0.00 0.56 0.63
20313,b8062d6acf7df914,0.20 0.00 1.00 1.00
11910,7ad009c633b99a8d,0.00 0.00 1.00 1.00
32065,31431100327e58b2,0.46 0.00 1.00 1.00
7339,2a7537bd63cf2497,0.04 0.17 0.93 0.90
26859,2e7a397f3a6f9c03,0.14 0.24 0.50 1.00
9109,7c5523d871663d7e,0.09 0.28 0.91 0.72
22087,21dd214b0dfe04ac,0.06 0.07 1.00 0.99
20630,4fbf50e8625c190b,0.23 0.16 0.39 1.00
4418,2e5771aac10086f6,0.25 0.00 1.00 1.00
23357,b88c5d21e1d0ac0c,0.18 0.55 0.55 0.67
5548,2c026d2d5f2991cb,0.06 0.37 0.94 1.00
21795,d10ac778a06b8a40,0.00 0.00 1.00 1.00
15333,2b4291dddaa2798e,0.35 0.00 0.68 1.00
2202,79d87c4a954d48a6,0.00 0.29 0.71 0.59
11034,2b5d89a4854f5e4e,0.21 0.00 1.00 1.00
30935,fd1261f43aa68406,0.06 0.00 0.94 1.00
7112,2e563420dc3640a8,0.15 0.00 0.94 1.00
10724,639a2a7f3c32419b,0.09 0.00 0.32 0.70
24208,2b449aa46c5f5f4b,0.00 0.00 1.00 0.97
9958,2b9a03f41ea3f937,0.00 0.00 1.00 1.00
29668,2b778df3cbd32559,0.09 0.00 0.74 0.54
471,60f8a77626ffdee7,0.02 0.27 0.66 0.91
21385,2a8ecf95facd3316,0.00 0.00 1.00 1.00
6033,2a833805344642e8,0.38 0.00 1.00 1.00
3530,f0905b4b90268fa0,0.03 0.00 1.00 1.00
15061,300bbe80c98bcf6e,0.08 0.33 0.86 0.69
5640,63375729a3b89c7b,0.25 0.42 0.62 1.00
11219,2e5262066711a757,0.19 0.12 0.44 0.48
24523,650c78620d249835,0.00 0.00 0.73 0.89
22,305dfb6f18fca423,0.01 0.00 0.85 1.00
10371,60496d014fc140d2,0.00 0.00 1.00 1.00
24938,2a4f3764693e43b3,0.48 0.00 0.65 0.84
18922,2d4f68cfd7c2254f,0.01 0.01 0.99 0.99
14306,9d4906455eaea577,0.19 0.05 0.87 0.64
11124,2c321fbf04d1cad2,0.40 0.74 0.53 1.00
1656,610f2b91546a3b8b,0.07 0.00 0.84 0.85
9939,2b0780b7cd5bf2ad,0.19 0.07 0.59 1.00
15423,9ff1da0d335b8016,0.25 0.35 0.74 0.81
15196,7989e254aef45fd8,0.13 0.06 1.00 1.00
30070,2b45c9959e44c328,0.00 0.00 0.99 1.00
14939,ae241bcc263cc912,0.00 0.22 1.00 0.81
12192,2a126378f4086a1a,0.01 0.01 0.99 0.98
3779,b2c7acb38a4005d3,0.03 0.00 0.88 1.00
2967,32208240a5525aad,0.00 0.00 1.00 0.85
7765,f09c2bf273dd9faa,0.10 0.63 0.77 0.95
5337,2b3d73c09acab77c,0.40 0.27 1.00 0.95
20388,b506c8cfea8f31ec,0.00 0.22 0.81 1.00
14995,64532b384ca21e14,0.05 0.11 0.64 1.00
16451,795a46e140b85b47,0.02 0.00 1.00 1.00
30678,de2e20f564bcb382,0.16 0.00 0.82 0.82
3661,613fa4e2056215dc,0.00 0.00 1.00 0.91
15846,318f9c36eb16174e,0.00 0.00 1.00 1.00
11585,9fd3e5c0a718b496,0.10 0.19 0.60 0.67
2631,9f460bdb46f9bebe,0.00 0.00 1.00 1.00
22204,ebdf2ac8404acd97,0.34 0.24 1.00 0.80
12700,2b647f5a5504b792,0.01 0.21 0.74 0.95
28994,2dba56ce4988490a,0.25 0.06 0.75 0.90
1628,2e8476d3ddbe8f1f,0.11 0.00 1.00 1.00
8913,2d642b9a24143ca8,0.19 0.34 0.74 0.89
24587,9d4587e410b8815f,0.20 0.16 0.77 0.84
3424,751623c97b11c38e,0.04 0.00 1.00 1.00
1450,2d288a165cc012f2,0.00 0.02 1.00 0.86
463,2ce0a02a49469c40,0.00 0.68 0.38 1.00
3325,fb8d2720e303ae7e,0.32 0.00 0.85 1.00
26940,ff17b092c2abdb62,0.00 0.00 1.00 1.00
27087,ff31b309d0cf65cc,0.17 0.33 0.86 0.92
19266,2aa0d3156bd326e2,0.12 0.00 0.57 1.00
15137,79df150b0e5d9a6b,0.19 0.08 1.00 0.92
25054,b70a1f21600fcd16,0.11 0.03 0.89 1.00
16676,326283fa42c1ab61,0.30 0.00 0.84 1.00
30089,7b6c3dd0598e63cc,0.02 0.00 1.00 1.00
5630,2cd44839ca10188a,0.05 0.10 0.67 1.00
23345,9f3d43ee558245ef,0.04 0.15 0.85 0.30
11328,5b37f337f83fbd27,0.33 0.00 0.76 1.00
7074,7b815cf0d0d8dfa1,0.03 0.09 0.95 0.76
19320,2beddce9e96a3361,0.37 0.61 0.63 0.92
19609,8ca77aaf3a01ce87,0.05 0.00 0.78 1.00
19794,7c6afd3f916dbdd7,0.12 0.00 0.94 0.97
25629,7a27a42ef6e6b151,0.19 0.00 0.69 1.00
1141,4b9955990302d2db,0.36 0.24 0.86 1.00
10831,2c335dc51a7d2e8c,0.28 0.00 1.00 1.00
27435,2bb550106630fb9f,0.42 0.00 0.70 1.00
24118,7a4d9d43b3e942fb,0.09 0.15 0.60 0.84
28250,792b778498eaf79d,0.15 0.54 0.91 0.60
28054,2b80f926ec6c4cfe,0.35 0.00 0.95 1.00
1734,7baf507ac8832d17,0.00 0.00 1.00 0.89
740,2cadded713eaacf0,0.00 0.00 0.55 0.46
14588,2bcf985b4b89ee43,0.28 0.18 0.68 0.66
523,60673cc768a2f741,0.00 0.00 1.00 1.00
3662,573890bd89ea8d33,0.00 0.00 1.00 1.00
1809,7c29f55867629c07,0.41 0.00 1.00 0.42
24272,2aef3a2c54aca835,0.31 0.00 0.75 1.00
30130,b0f5b43c4e65601c,0.00 0.00 0.81 1.00
25372,5a6a49ab1e6c750d,0.00 0.00 0.93 1.00
18293,5a69376dd1c62e1c,0.06 0.00 0.89 1.00
27222,6149c4f5ec7a6f19,0.42 0.08 0.92 0.84
7435,623eb35539893f46,0.21 0.00 0.97 1.00
23076,b20a509b60a0313f,0.14 0.00 1.00 0.92
17819,2d26d1f9e60aa34e,0.08 0.31 0.78 1.00
28713,645ede54717f61fb,0.30 0.00 1.00 1.00
30441,2dae78b7f5736200,0.21 0.00 0.76 1.00
14351,2bda82af6304ab0c,0.01 0.00 1.00 1.00
23109,31373325c8b8cfd9,0.00 0.00 0.49 1.00
12,f34757dba9e681e0,0.20 0.01 0.68 1.00
1243,737f617e03a4486b,0.42 0.00 0.96 1.00
28482,77e03bd08777639b,0.00 0.00 0.63 0.64
14961,b179bb912fb10f23,0.25 0.34 0.79 0.77
19013,998435b5101d2f97,0.10 0.07 0.99 0.67
15195,2c66f2380ecb166c,0.04 0.00 0.92 1.00
31174,2e0966658f8f0399,0.04 0.00 0.82 0.34
25770,2e48de31e7da9816,0.00 0.15 1.00 0.75
9877,4c704d2fe1387a21,0.01 0.00 0.95 1.00
13634,7757687a7943c588,0.09 0.00 0.65 1.00
21526,2a64156548979ceb,0.03 0.38 0.83 0.67
24868,32450ab9f1736d24,0.00 0.17 1.00 0.83
13461,2abb1197340836b8,0.37 0.21 0.56 0.89
2087,2d27c64c7f236407,0.00 0.00 0.56 1.00
21378,2b1871d5817bdc8a,0.13 0.00 0.55 0.68
24054,b74db38968ab5e51,0.01 0.11 0.89 1.00
23261,653a41cecc11c07c,0.35 0.13 0.63 0.66
29815,64fdc7a3966d95d0,0.01 0.00 0.91 1.00
31758,76579891dfecee9a,0.42 0.25 0.68 0.69
2305,9ec15e1cdb563e74,0.00 0.00 0.92 1.00
20997,2a857c12587607f7,0.01 0.41 0.54 1.00
28770,b085276c4521cdab,0.01 0.06 0.98 1.00
18523,2d496fa734a509cb,0.24 0.24 0.60 0.79
21872,b2b3a518381c1e63,0.70 0.14 0.77 0.43
26211,2a25cabee14ffe5d,0.19 0.00 1.00 1.00
10056,f05615a9d69059d7,0.00 0.00 1.00 1.00
7438,b610454668ddb0a4,0.00 0.00 1.00 0.74
4553,2db626468197a2c8,0.00 0.00 1.00 1.00
18245,ab46a0b148ee8ebf,0.31 0.08 1.00 0.94
20241,6046475805d09462,0.06 0.32 0.70 0.95
29996,2ceea8da6538b21f,0.00 0.00 0.73 1.00
15135,610c60c0741e7f34,0.00 0.05 0.97 1.00
27320,7c082689b8b923c1,0.05 0.00 1.00 1.00
8224,fda4ede4fca193d8,0.06 0.00 0.99 0.59
25299,79802f0adb4aa06b,0.06 0.37 0.69 1.00
25995,2c4734d42f674d7e,0.00 0.01 0.81 0.93
13114,77bfcec503459a6e,0.43 0.00 0.67 0.50
15321,6170b64f6260dee6,0.12 0.02 0.99 0.97
22217,2a55efaf1fb0a1d6,0.09 0.00 0.70 1.00
26296,33d7c1d0a014a98d,0.12 0.14 0.80 0.67
26054,4efa0ba657d33b07,0.11 0.00 1.00 1.00
10014,8c9cc33d7a7f9bf4,0.00 0.00 1.00 0.82
12181,2dbd6745543a6573,0.03 0.00 1.00 0.83
12218,32e82e3c79e2bf28,0.18 0.05 1.00 1.00
22550,2a8e7e6fc44152e1,0.12 0.00 0.86 0.96
18793,6248b01a21e28ac3,0.00 0.45 0.40 1.00
11681,2aaba5cb668b17ee,0.22 0.00 0.60 1.00
13967,647cbd2477a6d624,0.05 0.07 1.00 1.00
18402,634aee20bbdba1b1,0.19 0.00 0.85 1.00
15498,7295a255cb9fa242,0.18 0.00 0.58 1.00
7236,652167bd1ed6ed9b,0.06 0.00 0.56 1.00
23112,9c3f464aa4581689,0.29 0.00 0.76 0.93
11323,2aac3cc4431b86ea,0.21 0.00 1.00 1.00
2464,79b096666cc86808,0.16 0.09 0.80 0.97
29952,ade9f60b6a5b7269,0.38 0.32 0.57 1.00
8167,b7e3431148c832de,0.21 0.14 0.73 0.80
25204,f28a8f5fd0e3a820,0.01 0.00 1.00 1.00
9118,2cadbe59f3384541,0.10 0.00 1.00 1.00
30116,ea8a53f59af06b4c,0.00 0.00 1.00 1.00
25091,7be82ad3b0421b12,0.24 0.00 0.47 0.61
3179,f32a7e5c50f2d2fa,0.38 0.00 1.00 1.00
12433,2c9254649d52ce2c,0.28 0.00 0.66 1.00
28567,312a1ac338332968,0.00 0.00 0.64 1.00
16996,61f05ea5ebce2258,0.31 0.39 0.62 1.00
10695,61be379fcb54fa36,0.17 0.15 1.00 0.83
22133,61ee3ff3ef10e446,0.00 0.42 0.47 0.65
18313,b6d6d80a3ab87d83,0.17 0.46 0.60 0.85
29035,498598b0312df73b,0.27 0.00 0.88 0.54
14027,6198294ad24a05b2,0.00 0.00 0.78 1.00
23622,64cf73a7308b50aa,0.27 0.00 0.73 0.47
10207,eaaed4696b056120,0.15 0.00 0.73 1.00
15916,60e1a6abd9ebfe28,0.00 0.14 1.00 0.90
5048,6318a729d6015517,0.07 0.06 0.89 1.00
12387,acf0167305ddc989,0.41 0.04 0.70 1.00
22147,2bb34f0b00c2cfc9,0.07 0.16 1.00 1.00
17598,32109cdecf3bb7cb,0.26 0.00 0.67 0.89
32316,641c19f4799dc17f,0.20 0.00 1.00 1.00
18364,4f745cd251ebfe4e,0.17 0.00 0.86 0.68
20942,637cc72b5573ab86,0.00 0.00 1.00 1.00
6178,8b448eb9599dca97,0.00 0.02 1.00 0.50
27373,654496e518a8aa5c,0.00 0.00 0.75 1.00
32142,2a8fdc1ac6c5e788,0.00 0.08 0.78 0.98
13629,49d327b6a5dea758,0.29 0.15 0.61 0.96
17220,7a957bcde034fd6f,0.00 0.00 0.94 1.00
28584,2c091a2fa510cada,0.26 0.00 0.66 1.00
11516,79c0a8bf525a065f,0.00 0.00 1.00 1.00
7273,b647191be362d7aa,0.06 0.00 0.88 1.00
13589,2bb62af84b98f024,0.25 0.62 0.47 1.00
8726,5baf7796400be9d8,0.19 0.00 1.00 1.00
22687,31844c4d6e13b0e2,0.08 0.00 0.82 0.89
5661,9e424843041c478f,0.00 0.00 1.00 1.00
5675,aee2919aa473dedf,0.14 0.03 0.64 0.92
27977,654ff61d2dc8b663,0.32 0.00 1.00 1.00
22373,9e3c513830043815,0.00 0.00 0.91 1.00
26246,2a0b95c714bba446,0.00 0.00 1.00 1.00
30635,7903a45cc69bad3c,0.00 0.00 0.84 0.73
20563,749c233b232b7d6b,0.04 0.00 0.92 1.00
4033,2ea1c1953bf374a8,0.00 0.00 0.89 0.70
13880,64f6ecb1de64dc0c,0.00 0.00 1.00 1.00
14577,9eac68f52c15ae73,0.00 0.00 0.14 0.65
8716,b147053542f1323a,0.02 0.00 1.00 1.00
30669,7665b66745e93593,0.20 0.00 0.75 1.00
9180,b081bc3c8c089d9f,0.00 0.00 1.00 1.00
543,2e83eff014cd3eb2,0.38 0.00 0.56 0.95
18076,74aae35cf9fba059,0.00 0.00 0.94 0.93
30417,325ad3e6ec0ebff8,0.07 0.54 0.44 0.70
3997,50943f6ac7e802a1,0.12 0.47 0.52 0.60
20494,dedb3b58eeef010d,0.36 0.00 0.78 0.58
2858,6216fe68858076d5,0.00 0.00 0.83 1.00
24219,fa7964cf9f901acd,0.10 0.00 0.68 1.00
20564,61583053fed8cf21,0.00 0.07 1.00 0.95
18439,2b6bb51b0f78be5c,0.15 0.00 0.51 1.00
19583,add18359c9589dba,0.02 0.10 0.95 1.00
12995,fe8b2170dce8406b,0.02 0.19 0.70 0.91
20771,b7bf3137fcec018a,0.15 0.00 0.81 0.89
31768,76aaf685168f4bcc,0.55 0.00 0.99 1.00
134,638be59b0f200dfc,0.21 0.00 0.74 1.00
15875,fc5ec7fb9c73a5f4,0.00 0.00 0.88 0.99
26914,64359f2ba793f79c,0.12 0.22 0.79 0.60
7130,b47b37b968525c5f,0.00 0.09 0.88 1.00
24739,629c3e3cd5ab7191,0.26 0.34 0.38 1.00
5487,b0d41588c085928c,0.10 0.38 0.92 0.68
